Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,同意声明点击同意✔的同时，您并没有放弃您的合法权益，研究者和瑞尔森大学仍受法律责任和专业义务的管制。 本人已阅读并理解以上信息。本人知道可以在任何时间，不需经任何同意的情况下退出此研究，关闭浏览器即可。,,我认为产品商标上的环保标志是很重要的。,我比较相信产品商标上的环保信息。,我理解环保认证的概念。,我相信个人可以做许多事情来改善环境。,我相信企业、公司可以做很多事情来改善环境。,我认为有必要对时尚产品进行环保认证。,我相信环保认证对买家是有帮助的。,如果可以的话，我会寻求有环保认证的衣服。,只要有可能，我就会购买我认为环保的产品。,我愿意为环保产品付更高的价钱。,我愿意为有环保认证的衣服支付额外费用。,我做好了为环保产品支付更高价格的准备。,我愿意用减少消费支出的方式来保护环境。,保护自然环境提高了我的生活质量。,当我在两件相同的衣服中做选择时，我会买对他人和环境更无害的那一件。,我会避免购买对环境有潜在伤害性的衣服。,支持环境保护这件事使我更加致力于环境保护。,比起其他任何类型的衣服，我更愿意把钱花在生态友好型的衣服上。,我认为生态友好型服装的价格通常高于平均值。,我更喜欢购买环保服装，即使它更贵一些。,我相信一个具有经认证环保标签的服装品牌，是一个被社会所接受的购买品牌。,我宁愿坚持一个众所周知的传统服装品牌，也不愿意尝试生态友好型品牌。,如果我喜欢一个品牌，我不会为了尝试新鲜物品，而轻易去改变对这个品牌的喜爱。,如果环保型服装不是品牌服饰，那对我来说都没什么差别。,我认为环保型服饰，例如有机棉，比传统服饰更具时尚感。,我相信环保服装的质量通常高于其他服装。,我相信国家会对环境产生积极的影响。,支持环境保护让我更具有社会责任感。,我对购买环保服装感到满意，因此我也会购买这种服装。,你认识以下这些流行的纺织品环保标签吗？,,,,,,,以下因素对你的服装购买决策有多重要？,,,,,,,,,,,,,通常我都是我朋友圈里最后一个知道最新设计师和时尚潮流的人。,和我的朋友们相比，我很少买新的流行款式。,通常我都是我朋友圈中最后一个购买新时尚款式的人。,我比其他人更先了解新的时尚款式。,如果我听说了新的时装款式或造型，并且知道可以通过当地的精品店或百货商店买到它们，我会很有兴趣去买。,我会考虑购买新的时尚款式，即使是我之前没有听说过的。,以下因素对你的服装购买决策有多重要？,,,,,,,,你每年花多少钱在服装上？,你的就业状况如何？,性別,你的每年收入水平属于以下哪一栏（以家庭为单位）,你的年龄是?,你的最高学历是什么？,你的婚姻状况如何？
11147472773,214327343,11/15/2019 10:42:42 AM,11/15/2019 10:43:00 AM,119.124.2.96,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147472691,214327343,11/15/2019 10:42:33 AM,11/15/2019 10:48:33 AM,223.74.1.87,,,,,1,,2,2,2,1,2,2,2,2,2,3,3,3,2,1,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,,,,,,,7,3,1,2,1,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2,4,3,3,3,2,5,1,2,4,1,2,6
11147472360,214327343,11/15/2019 10:42:39 AM,11/15/2019 10:46:56 AM,119.124.2.71,,,,,1,,2,2,2,1,2,1,1,1,2,2,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,3,1,2,2,,,,,,,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,6
11147471593,214327343,11/15/2019 10:42:23 AM,11/15/2019 10:48:45 AM,112.97.213.112,,,,,1,,1,3,2,2,2,2,1,3,3,3,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,2,,,,,,,7,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,2,6
11147471530,214327343,11/15/2019 10:42:02 AM,11/15/2019 10:49:12 AM,223.104.65.9,,,,,1,,1,1,1,1,1,3,2,3,1,3,3,3,1,2,2,1,1,1,1,1,1,1,1,3,3,3,1,2,1,,,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,6
11147471452,214327343,11/15/2019 10:41:55 AM,11/15/2019 10:43:38 AM,183.40.54.11,,,,,1,,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147470776,214327343,11/15/2019 10:41:37 AM,11/15/2019 10:47:57 AM,119.124.2.89,,,,,1,,2,2,2,2,2,2,1,3,1,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,1,,,,,,,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,1,1,2,4,1,2,2,1,2,6
11147470601,214327343,11/15/2019 10:41:44 AM,11/15/2019 10:47:46 AM,183.39.50.55,,,,,1,,2,2,2,2,2,2,2,3,2,3,4,4,2,2,2,2,2,2,2,4,4,4,3,3,3,3,2,2,2,,,,,,,7,1,1,1,1,1,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,6,1,2,2,1,2,6
11147470378,214327343,11/15/2019 10:41:26 AM,11/15/2019 02:09:27 PM,223.104.65.27,,,,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,1,1,1,1,1,3,3,3,1,3,1,1,1,3,3,3,3,3,3,1,1,1,1,1,3,3,1,2,1,1,1,1,1,6
11147469659,214327343,11/15/2019 10:39:14 AM,11/15/2019 09:38:24 PM,120.231.109.38,,,,,1,,1,2,2,3,3,2,2,3,3,,3,2,2,2,2,2,2,1,3,2,2,2,,2,3,2,2,2,2,,,3,,5,,,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,6
11147469254,214327343,11/15/2019 10:37:50 AM,11/15/2019 11:07:48 AM,14.30.52.63,,,,,1,,1,1,1,1,1,1,1,,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,,,,,1,1,1,3,3,1,1,3,1,3,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,6
11147467865,214327343,11/15/2019 10:39:44 AM,11/15/2019 11:02:50 AM,117.136.40.60,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,7,1,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,6
11147467390,214327343,11/15/2019 10:40:13 AM,11/15/2019 10:56:19 AM,183.42.48.215,,,,,1,,1,2,3,1,1,1,2,2,1,2,3,3,3,2,1,1,1,1,2,3,1,4,2,5,3,2,1,1,2,,,3,,,,,1,1,2,1,2,1,1,3,2,3,1,2,1,2,2,3,3,2,2,2,1,2,1,1,3,1,1,7,1,2,2,1,2,6
11147467329,214327343,11/15/2019 10:40:55 AM,11/15/2019 10:47:28 AM,14.28.43.174,,,,,1,,2,2,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,,,,,,6,,3,3,2,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,2,3,3,3,1,1,2,1,1,2,6
11147467240,214327343,11/15/2019 10:32:19 AM,11/15/2019 11:11:40 AM,119.124.3.74,,,,,1,,1,3,2,2,3,3,2,1,1,3,3,4,3,2,2,2,2,2,3,3,1,4,3,4,4,4,2,2,3,,,,,,,,2,2,2,1,3,3,2,4,3,4,3,3,2,2,2,2,4,4,4,3,3,2,1,2,3,1,2,5,1,2,1,1,2,6
11147467076,214327343,11/15/2019 10:40:46 AM,11/15/2019 10:49:14 AM,117.136.40.61,,,,,1,,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,,6,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,7
11147466603,214327343,11/15/2019 10:40:27 AM,11/15/2019 10:55:09 AM,14.28.25.121,,,,,1,,1,1,2,2,2,1,1,2,1,3,3,3,2,1,3,2,1,2,4,4,3,3,3,4,3,1,2,3,3,,,,,,,7,1,1,1,1,1,1,1,4,1,4,1,2,1,3,2,3,3,3,3,3,2,1,1,1,1,1,1,2,1,2,3,1,2,6
11147466299,214327343,11/15/2019 10:38:30 AM,11/15/2019 10:57:17 AM,14.116.141.237,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,,,,,1,1,1,1,3,1,1,4,3,3,3,2,1,5,5,5,3,1,3,3,3,1,1,1,1,1,1,7,1,2,6,1,2,6
11147465977,214327343,11/15/2019 10:40:47 AM,11/15/2019 10:49:23 AM,223.104.65.43,,,,,1,,3,3,3,2,2,1,2,2,1,2,2,2,3,2,2,1,2,1,1,2,2,5,2,3,2,4,2,2,2,,,,,,,7,3,2,2,1,1,3,3,3,1,1,1,1,1,3,1,1,3,4,3,5,3,4,1,1,3,1,5,1,1,1,1,1,2,6
11147465966,214327343,11/15/2019 10:40:50 AM,11/15/2019 10:44:46 AM,183.40.32.7,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,6
11147465573,214327343,11/15/2019 10:39:46 AM,11/15/2019 10:46:17 AM,223.104.65.25,,,,,1,,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,4,3,4,2,2,2,2,2,,,,,,,7,1,2,2,2,2,2,2,3,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,6
11147465537,214327343,11/15/2019 10:38:59 AM,11/15/2019 10:40:52 AM,112.97.166.67,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147465356,214327343,11/15/2019 10:39:14 AM,11/15/2019 10:40:49 AM,120.235.126.48,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147465308,214327343,11/15/2019 10:40:39 AM,11/15/2019 10:42:39 AM,112.97.161.126,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,7
11147465128,214327343,11/15/2019 10:40:02 AM,11/15/2019 10:49:40 AM,112.97.166.12,,,,,1,,1,3,1,1,1,1,1,2,2,1,1,2,1,2,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,4,5,6,,2,1,2,1,2,2,3,4,1,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,6
11147465066,214327343,11/15/2019 10:40:14 AM,11/15/2019 10:48:58 AM,223.104.65.16,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,3,2,2,1,1,1,,,,,,6,,2,1,3,3,3,3,2,4,2,3,2,1,1,2,2,1,4,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,2,6
11147464263,214327343,11/15/2019 10:39:52 AM,11/15/2019 10:52:55 AM,117.136.40.48,,,,,1,,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,5,5,1,2,1,1,1,1,,,,,,,7,2,2,2,2,2,2,2,3,2,3,3,1,1,4,3,4,4,3,4,4,3,3,3,2,4,2,2,2,1,2,1,1,2,6
11147464035,214327343,11/15/2019 10:40:07 AM,11/15/2019 10:46:38 AM,221.179.37.11,,,,,1,,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,3,,,3,,,,,1,1,3,1,2,2,2,2,1,2,2,2,2,3,3,3,3,3,3,3,1,1,1,2,1,2,2,3,1,1,3,1,2,6
11147463689,214327343,11/15/2019 10:38:40 AM,11/15/2019 10:55:24 AM,112.97.240.111,,,,,1,,1,3,3,3,3,1,1,1,3,4,3,4,2,3,2,2,2,3,2,2,3,3,3,3,2,1,3,2,1,,,,,,,7,4,2,2,2,3,2,2,3,2,4,2,4,3,3,4,3,2,1,2,3,5,4,2,3,3,3,3,7,4,2,8,1,2,6
11147463511,214327343,11/15/2019 10:39:43 AM,11/15/2019 10:42:41 AM,122.228.197.119,,,,,1,,1,1,1,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,3,,5,6,7,4,4,3,,,,,,,,,2,5,2,2,5,2,4,3,5,,,,,,,,5,5,1,5,5,3,6
11147463330,214327343,11/15/2019 10:39:36 AM,11/15/2019 10:46:11 AM,223.104.65.3,,,,,1,,1,1,1,1,1,1,1,1,1,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,4,2,2,1,1,1,1,1,1,1,1,4,1,2,1,1,2,7
11147463209,214327343,11/15/2019 10:39:49 AM,11/15/2019 10:44:22 AM,119.124.2.4,,,,,1,,2,2,2,2,3,3,2,2,2,3,3,3,2,1,1,1,2,2,3,3,2,3,2,3,3,3,2,1,3,,,,,,,7,3,1,2,2,2,3,3,3,3,3,2,2,4,4,2,4,3,3,3,3,2,2,2,2,1,1,1,2,1,1,1,1,1,7
11147463095,214327343,11/15/2019 10:39:38 AM,11/15/2019 10:45:01 AM,223.104.1.20,,,,,1,,2,3,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,3,,,,,3,1,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,2,7
11147462916,214327343,11/15/2019 10:39:46 AM,11/15/2019 10:46:55 AM,223.104.63.62,,,,,1,,2,3,3,2,3,2,2,1,1,4,4,4,1,2,2,3,2,2,3,3,3,4,3,3,3,3,1,2,2,,,3,,,,,1,3,3,3,2,1,1,3,1,4,3,4,3,3,1,2,4,3,4,3,4,3,2,2,3,3,2,4,1,2,1,1,2,6
11147462841,214327343,11/15/2019 10:39:13 AM,11/15/2019 10:49:10 AM,183.37.132.146,,,,,1,,1,3,3,2,1,1,1,1,1,3,3,3,3,2,3,2,2,2,3,3,4,4,3,4,3,3,1,1,2,1,,,,,,,3,3,3,3,3,2,1,3,2,3,3,2,1,4,4,5,3,2,2,2,3,2,1,2,1,3,3,7,1,2,1,1,2,6
11147462719,214327343,11/15/2019 10:39:04 AM,11/15/2019 10:50:29 AM,112.97.212.160,,,,,1,,1,2,2,1,1,1,2,1,2,2,2,3,3,2,2,2,2,2,3,2,2,4,2,3,3,3,2,2,3,1,,3,,,,,1,1,2,2,2,3,2,4,3,4,4,2,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,2,1,2,1,1,2,6
11147462330,214327343,11/15/2019 10:39:27 AM,11/15/2019 10:47:39 AM,112.97.241.157,,,,,1,,1,2,2,1,1,1,,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,3,,,,,3,2,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,1,1,2,1,1,1,1,1,4,1,6,1,2,1,1,2,6
11147462201,214327343,11/15/2019 10:39:38 AM,11/15/2019 10:47:56 AM,119.124.3.39,,,,,1,,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,4,3,4,3,3,1,2,2,,,,,,,7,2,2,1,1,3,2,1,3,3,1,2,2,1,4,4,4,2,2,1,3,1,1,1,1,2,1,2,6,1,2,6,1,2,6
11147461908,214327343,11/15/2019 10:39:36 AM,11/15/2019 06:08:25 PM,183.40.0.207,,,,,1,,1,3,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,3,1,4,3,4,3,3,3,2,3,,,3,,,,,1,1,1,1,1,2,2,3,1,3,1,1,2,3,2,2,4,3,3,3,1,1,1,1,1,1,1,3,1,2,1,1,2,6
11147461430,214327343,11/15/2019 10:38:48 AM,11/15/2019 10:44:26 AM,183.1.34.23,,,,,1,,2,3,2,3,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,6,1,2,7
11147461297,214327343,11/15/2019 10:37:11 AM,11/15/2019 10:54:26 AM,117.136.40.49,,,,,1,,1,2,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,1,2,3,,,,,1,1,1,1,1,2,2,3,3,3,2,2,2,3,3,3,3,4,3,3,3,2,2,2,2,1,2,2,1,2,1,1,2,7
11147461196,214327343,11/15/2019 10:39:16 AM,11/15/2019 10:43:01 AM,112.97.211.181,,,,,1,,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,4,,,,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,6
11147461168,214327343,11/15/2019 10:38:37 AM,11/15/2019 10:49:41 AM,117.136.40.63,,,,,1,,1,2,2,1,1,1,1,2,1,3,3,3,3,2,2,1,2,2,3,2,2,3,3,3,3,3,2,2,3,,,,,,,7,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,7
11147461091,214327343,11/15/2019 10:38:52 AM,11/15/2019 10:46:42 AM,117.136.40.75,,,,,1,,2,2,4,2,2,2,2,3,2,4,4,4,3,2,3,3,2,2,2,3,2,3,3,2,4,4,2,3,3,1,,,,,,7,2,2,4,2,3,3,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,2,3,3,1,2,5,1,2,6
11147460878,214327343,11/15/2019 10:36:54 AM,11/15/2019 11:03:53 AM,183.40.52.189,,,,,1,,2,3,3,2,2,2,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,2,4,4,4,2,3,3,,,3,,5,,,1,2,3,2,3,3,3,3,2,3,3,3,2,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,1,1,1,1,2,6
11147460870,214327343,11/15/2019 10:39:00 AM,11/15/2019 10:42:12 AM,223.104.65.20,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,1,3,3,3,3,3,3,3,3,3,4,,,,,,,7,3,4,2,4,1,2,1,1,1,1,1,2,1,5,5,5,1,1,2,3,1,2,2,2,2,1,1,7,1,1,11,1,2,7
11147460715,214327343,11/15/2019 10:38:55 AM,11/15/2019 10:45:54 AM,112.97.165.2,,,,,1,,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,4,1,1,1,1,1,4,2,4,1,2,2,2,1,,,,,,6,,1,1,3,1,1,4,4,4,3,3,2,3,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,1,2,1,1,2,6
11147460678,214327343,11/15/2019 10:38:54 AM,11/15/2019 10:43:49 AM,183.39.167.21,,,,,1,,2,3,2,2,3,2,2,3,2,3,3,2,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,3,,2,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,6
11147460308,214327343,11/15/2019 10:38:49 AM,11/15/2019 10:44:55 AM,112.97.249.106,,,,,1,,1,1,1,2,3,2,2,1,1,3,3,4,2,3,1,1,2,3,3,4,3,3,3,5,3,3,1,1,4,,,,,,,7,1,1,2,2,2,2,2,3,1,3,2,3,3,3,1,1,5,5,5,3,3,3,3,2,1,1,1,5,1,2,2,1,2,6
11147460079,214327343,11/15/2019 10:32:44 AM,11/15/2019 10:51:54 AM,117.132.191.73,,,,,1,,1,3,2,2,2,2,2,2,2,3,2,3,2,1,1,1,1,1,1,2,2,2,,2,2,2,2,2,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,2,1,1,2,6
11147460009,214327343,11/15/2019 10:36:51 AM,11/15/2019 10:48:27 AM,223.104.63.63,,,,,1,,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,3,1,1,2,1,2,7
11147459893,214327343,11/15/2019 10:34:18 AM,11/15/2019 10:39:13 AM,183.39.19.235,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147459468,214327343,11/15/2019 10:38:11 AM,11/15/2019 10:52:51 AM,14.30.0.120,,,,,1,,2,3,2,2,2,2,2,3,1,3,3,3,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,,2,,,,,,1,2,3,2,2,4,3,4,3,4,2,2,2,3,3,4,3,3,3,2,1,2,2,2,2,2,2,3,1,2,2,1,2,6
11147459275,214327343,11/15/2019 10:38:37 AM,11/15/2019 10:44:52 AM,113.81.148.49,,,,,1,,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,,,3,,,,,1,1,2,2,2,2,2,3,1,2,2,2,2,3,3,3,4,4,3,2,2,2,2,2,2,1,2,4,1,2,1,1,2,6
11147459028,214327343,11/15/2019 10:38:33 AM,11/15/2019 10:41:38 AM,119.124.3.184,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,11,1,5,1
11147457746,214327343,11/15/2019 10:37:31 AM,11/15/2019 10:45:25 AM,112.97.216.249,,,,,1,,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,6
11147456910,214327343,11/15/2019 10:37:42 AM,11/15/2019 10:47:34 AM,119.124.2.28,,,,,1,,1,2,3,,,1,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,1,3,3,,,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,,1,1,,1,2,6
11147456428,214327343,11/15/2019 10:37:39 AM,11/15/2019 10:44:15 AM,112.97.167.45,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,6
11147455898,214327343,11/15/2019 10:37:43 AM,11/15/2019 10:44:07 AM,183.39.174.204,,,,,1,,2,3,2,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,2,,,,,,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,1,1,1,2,2,6
11147455878,214327343,11/15/2019 10:36:35 AM,11/15/2019 10:44:10 AM,119.124.2.19,,,,,1,,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,3,2,3,2,2,2,,,,,,,7,2,1,1,1,3,2,2,1,1,2,2,2,2,2,4,4,3,2,2,1,1,1,2,1,2,2,2,5,1,2,1,1,3,6
11147455204,214327343,11/15/2019 10:36:49 AM,11/15/2019 10:54:42 AM,119.124.2.230,,,,,1,,1,1,2,2,2,1,1,2,3,2,3,3,2,1,2,2,2,2,2,2,2,3,3,3,2,3,1,2,2,,,,4,,,,1,2,3,2,2,2,1,4,2,4,3,3,2,3,2,3,3,3,3,3,2,3,1,3,3,2,3,3,1,2,1,1,2,6
11147455136,214327343,11/15/2019 10:36:13 AM,11/15/2019 10:50:24 AM,223.104.65.28,,,,,1,,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,1,,3,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,1,1,1,2,6
11147455109,214327343,11/15/2019 10:37:09 AM,11/15/2019 10:44:01 AM,117.136.39.203,,,,,1,,1,1,1,1,2,3,2,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,,,,,,,7,3,1,2,1,1,2,1,2,2,3,2,2,2,3,3,3,3,3,3,2,1,2,2,2,1,1,1,2,1,2,2,1,1,6
11147454843,214327343,11/15/2019 10:37:28 AM,11/15/2019 10:44:26 AM,183.39.58.71,,,,,1,,2,3,2,1,1,2,2,2,2,2,4,3,3,2,2,2,1,1,2,2,2,4,4,3,3,3,2,2,2,,,,,,,7,1,2,2,2,2,2,1,1,1,2,3,1,1,3,3,3,3,2,2,3,3,2,2,2,1,1,1,3,1,2,3,1,2,6
11147454648,214327343,11/15/2019 10:37:16 AM,11/15/2019 11:03:16 PM,112.97.167.240,,,,,1,,2,2,2,1,1,2,3,3,3,3,3,4,3,2,1,1,2,2,3,3,2,2,3,3,2,2,1,1,1,,,3,,5,,,2,2,2,2,2,2,2,4,3,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,3,1,2,1,1,2,7
11147454409,214327343,11/15/2019 10:37:24 AM,11/15/2019 10:40:17 AM,119.124.3.65,,,,,1,,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6
11147454249,214327343,11/15/2019 10:35:33 AM,11/15/2019 08:56:59 PM,183.42.41.202,,,,,1,,1,2,2,1,1,1,1,1,1,3,3,3,2,2,1,1,2,2,2,3,2,4,2,4,3,3,2,2,2,,,3,,5,,,1,1,2,2,2,1,1,3,2,3,3,3,1,4,4,4,4,3,3,3,3,3,2,3,2,3,2,4,1,2,1,1,2,6
11147454089,214327343,11/15/2019 10:36:59 AM,11/15/2019 10:38:21 AM,112.97.176.55,,,,,1,,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147453774,214327343,11/15/2019 10:36:55 AM,11/15/2019 10:45:56 AM,119.124.3.89,,,,,1,,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,7,2,2,2,1,1,3,3,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,6
