Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,同意声明点击同意✔的同时，您并没有放弃您的合法权益，研究者和瑞尔森大学仍受法律责任和专业义务的管制。 本人已阅读并理解以上信息。本人知道可以在任何时间，不需经任何同意的情况下退出此研究，关闭浏览器即可。,,我认为产品商标上的环保标志是很重要的。,我比较相信产品商标上的环保信息。,我理解环保认证的概念。,我相信个人可以做许多事情来改善环境。,我相信企业、公司可以做很多事情来改善环境。,我认为有必要对时尚产品进行环保认证。,我相信环保认证对买家是有帮助的。,如果可以的话，我会寻求有环保认证的衣服。,只要有可能，我就会购买我认为环保的产品。,我愿意为环保产品付更高的价钱。,我愿意为有环保认证的衣服支付额外费用。,我做好了为环保产品支付更高价格的准备。,我愿意用减少消费支出的方式来保护环境。,保护自然环境提高了我的生活质量。,当我在两件相同的衣服中做选择时，我会买对他人和环境更无害的那一件。,我会避免购买对环境有潜在伤害性的衣服。,支持环境保护这件事使我更加致力于环境保护。,比起其他任何类型的衣服，我更愿意把钱花在生态友好型的衣服上。,我认为生态友好型服装的价格通常高于平均值。,我更喜欢购买环保服装，即使它更贵一些。,我相信一个具有经认证环保标签的服装品牌，是一个被社会所接受的购买品牌。,我宁愿坚持一个众所周知的传统服装品牌，也不愿意尝试生态友好型品牌。,如果我喜欢一个品牌，我不会为了尝试新鲜物品，而轻易去改变对这个品牌的喜爱。,如果环保型服装不是品牌服饰，那对我来说都没什么差别。,我认为环保型服饰，例如有机棉，比传统服饰更具时尚感。,我相信环保服装的质量通常高于其他服装。,我相信国家会对环境产生积极的影响。,支持环境保护让我更具有社会责任感。,我对购买环保服装感到满意，因此我也会购买这种服装。,你认识以下这些流行的纺织品环保标签吗？,,,,,,,以下因素对你的服装购买决策有多重要？,,,,,,,,,,,,,通常我都是我朋友圈里最后一个知道最新设计师和时尚潮流的人。,和我的朋友们相比，我很少买新的流行款式。,通常我都是我朋友圈中最后一个购买新时尚款式的人。,我比其他人更先了解新的时尚款式。,如果我听说了新的时装款式或造型，并且知道可以通过当地的精品店或百货商店买到它们，我会很有兴趣去买。,我会考虑购买新的时尚款式，即使是我之前没有听说过的。,以下因素对你的服装购买决策有多重要？,,,,,,,,你每年花多少钱在服装上？,你的就业状况如何？,性別,你的每年收入水平属于以下哪一栏（以家庭为单位）,你的年龄是?,你的最高学历是什么？,你的婚姻状况如何？
11147475843,214327343,11/15/2019 10:42:15 AM,11/15/2019 10:47:53 AM,117.136.40.49,,,,,同意,,同意,同意,同意,同意,同意,同意,同意,同意,同意,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,同意,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147475700,214327343,11/15/2019 10:42:36 AM,11/15/2019 10:51:39 AM,183.39.176.150,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,不同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,https://landleder.de/website/images/care%20logo%20klein%20copy.jpg,,,,,,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,一般重要,重要,一般重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,不重要,重要,重要,非常重要,重要,非常重要,非常重要,非常重要,收入的5%-10%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11147474508,214327343,11/15/2019 10:43:21 AM,11/15/2019 10:47:22 AM,120.229.161.75,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,完全同意,同意,同意,同意,保持中立,同意,同意,同意,同意,保持中立,保持中立,保持中立,保持中立,同意,保持中立,保持中立,同意,保持中立,完全同意,,,,,,,以上一個也沒聽說過,非常重要,非常重要,重要,重要,重要,一般重要,一般重要,一般重要,重要,一般重要,一般重要,一般重要,一般重要,保持中立,同意,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,超过我收入的30%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147474395,214327343,11/15/2019 10:43:10 AM,11/15/2019 10:50:05 AM,223.104.65.36,,,,,同意,,同意,保持中立,同意,同意,同意,完全同意,保持中立,同意,同意,同意,保持中立,同意,同意,同意,保持中立,同意,同意,同意,同意,同意,同意,保持中立,保持中立,同意,同意,保持中立,同意,同意,保持中立,,,,,,,以上一個也沒聽說過,重要,重要,一般重要,重要,一般重要,一般重要,一般重要,一般重要,重要,重要,重要,重要,重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,重要,一般重要,一般重要,一般重要,重要,少于我收入的5%,学生,女,"20,000元至 39,999元",18-24,大专文凭,其他
11147474271,214327343,11/15/2019 10:42:56 AM,11/15/2019 10:46:37 AM,113.100.201.186,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,,,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,少于我收入的5%,学生,女,"100,000元至 119,999元",18-24,大专文凭,单身
11147474035,214327343,11/15/2019 10:41:16 AM,11/15/2019 11:17:52 AM,223.104.63.50,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,https://landleder.de/website/images/care%20logo%20klein%20copy.jpg,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,https://www.fairwear.org/wp-content/themes/fairwear/dist/img/fair-wear-foundation-logo.png,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,非常重要,非常重要,非常重要,非常重要,非常重要,重要,重要,一般重要,非常重要,非常重要,非常重要,非常重要,非常重要,同意,完全同意,同意,完全同意,同意,同意,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,收入的5%-10%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147474001,214327343,11/15/2019 10:43:02 AM,11/15/2019 11:22:50 AM,119.124.2.185,,,,,同意,,完全同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,不同意,保持中立,同意,同意,同意,同意,同意,同意,,,,,,,以上一個也沒聽說過,非常重要,非常重要,非常重要,非常重要,重要,重要,重要,一般重要,重要,一般重要,重要,重要,重要,保持中立,保持中立,不同意,保持中立,同意,同意,一般重要,一般重要,一般重要,重要,重要,一般重要,一般重要,重要,收入的11%-15%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11147473350,214327343,11/15/2019 10:42:49 AM,11/15/2019 11:11:51 AM,120.84.9.53,,,,,同意,,同意,同意,同意,保持中立,保持中立,同意,同意,同意,同意,同意,保持中立,保持中立,同意,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,同意,同意,保持中立,保持中立,,同意,完全同意,同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,重要,重要,重要,一般重要,一般重要,重要,不重要,重要,完全不重要,一般重要,重要,重要,一般重要,保持中立,完全同意,保持中立,保持中立,完全同意,完全同意,重要,重要,非常重要,,一般重要,非常重要,不重要,非常重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,其他
11147473277,214327343,11/15/2019 10:41:40 AM,11/15/2019 10:57:46 AM,223.104.65.5,,,,,同意,,完全同意,保持中立,完全同意,完全同意,完全同意,完全同意,同意,同意,保持中立,不同意,不同意,不同意,同意,同意,同意,完全同意,完全同意,保持中立,保持中立,保持中立,保持中立,不同意,保持中立,保持中立,同意,同意,完全同意,完全同意,完全同意,,,,https://www.fairwear.org/wp-content/themes/fairwear/dist/img/fair-wear-foundation-logo.png,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,非常重要,重要,非常重要,非常重要,一般重要,非常重要,非常重要,一般重要,一般重要,不重要,不重要,一般重要,非常重要,保持中立,保持中立,保持中立,保持中立,同意,保持中立,完全不重要,一般重要,一般重要,重要,一般重要,重要,重要,重要,收入的5%-10%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147472904,214327343,11/15/2019 10:40:38 AM,11/15/2019 10:43:02 AM,112.97.210.189,,,,,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147472773,214327343,11/15/2019 10:42:42 AM,11/15/2019 10:43:00 AM,119.124.2.96,,,,,,不同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147472691,214327343,11/15/2019 10:42:33 AM,11/15/2019 10:48:33 AM,223.74.1.87,,,,,同意,,同意,同意,同意,完全同意,同意,同意,同意,同意,同意,保持中立,保持中立,保持中立,同意,完全同意,同意,同意,同意,保持中立,同意,保持中立,同意,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,,,,,,,以上一個也沒聽說過,一般重要,非常重要,重要,非常重要,重要,一般重要,一般重要,重要,重要,一般重要,重要,重要,重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,重要,不重要,一般重要,一般重要,一般重要,重要,收入的21%-25%,学生,女,"60,000元至 79,999元",18-24,大专文凭,单身
11147472360,214327343,11/15/2019 10:42:39 AM,11/15/2019 10:46:56 AM,119.124.2.71,,,,,同意,,同意,同意,同意,完全同意,同意,完全同意,完全同意,完全同意,同意,同意,同意,保持中立,完全同意,完全同意,完全同意,完全同意,同意,完全同意,同意,同意,同意,同意,同意,同意,同意,保持中立,完全同意,同意,同意,,,,,,,以上一個也沒聽說過,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,同意,完全同意,完全同意,不同意,同意,同意,重要,重要,重要,重要,重要,重要,重要,重要,收入的5%-10%,学生,女,"20,000元至 39,999元",18-24,大专文凭,单身
11147471593,214327343,11/15/2019 10:42:23 AM,11/15/2019 10:48:45 AM,112.97.213.112,,,,,同意,,完全同意,保持中立,同意,同意,同意,同意,完全同意,保持中立,保持中立,保持中立,保持中立,同意,同意,同意,保持中立,保持中立,同意,保持中立,保持中立,保持中立,同意,保持中立,保持中立,保持中立,保持中立,保持中立,同意,保持中立,同意,,,,,,,以上一個也沒聽說過,重要,重要,重要,重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,一般重要,重要,一般重要,一般重要,一般重要,收入的5%-10%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11147471530,214327343,11/15/2019 10:42:02 AM,11/15/2019 10:49:12 AM,223.104.65.9,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,保持中立,同意,保持中立,完全同意,保持中立,保持中立,保持中立,完全同意,同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,保持中立,保持中立,保持中立,完全同意,同意,完全同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147471452,214327343,11/15/2019 10:41:55 AM,11/15/2019 10:43:38 AM,183.40.54.11,,,,,同意,,完全同意,完全同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147470776,214327343,11/15/2019 10:41:37 AM,11/15/2019 10:47:57 AM,119.124.2.89,,,,,同意,,同意,同意,同意,同意,同意,同意,完全同意,保持中立,完全同意,保持中立,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,同意,保持中立,保持中立,保持中立,保持中立,保持中立,同意,同意,同意,保持中立,同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,,,,,,重要,重要,重要,重要,重要,重要,重要,重要,重要,一般重要,非常重要,一般重要,一般重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,重要,一般重要,一般重要,一般重要,非常重要,非常重要,重要,收入的16%-20%,学生,女,"20,000元至 39,999元",18-24,大专文凭,单身
11147470601,214327343,11/15/2019 10:41:44 AM,11/15/2019 10:47:46 AM,183.39.50.55,,,,,同意,,同意,同意,同意,同意,同意,同意,同意,保持中立,同意,保持中立,不同意,不同意,同意,同意,同意,同意,同意,同意,同意,不同意,不同意,不同意,保持中立,保持中立,保持中立,保持中立,同意,同意,同意,,,,,,,以上一個也沒聽說過,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,一般重要,一般重要,不重要,一般重要,一般重要,一般重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,非常重要,非常重要,重要,非常重要,非常重要,收入的26%-30%,学生,女,"20,000元至 39,999元",18-24,大专文凭,单身
11147470378,214327343,11/15/2019 10:41:26 AM,11/15/2019 02:09:27 PM,223.104.65.27,,,,,同意,,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,,,,,,非常重要,非常重要,非常重要,非常重要,非常重要,一般重要,一般重要,一般重要,非常重要,一般重要,非常重要,非常重要,非常重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,非常重要,非常重要,非常重要,非常重要,非常重要,一般重要,一般重要,非常重要,收入的5%-10%,学生,男,"少于 20,000元",18-24,高中文凭,单身
11147469659,214327343,11/15/2019 10:39:14 AM,11/15/2019 09:38:24 PM,120.231.109.38,,,,,同意,,完全同意,同意,同意,保持中立,保持中立,同意,同意,保持中立,保持中立,,保持中立,同意,同意,同意,同意,同意,同意,完全同意,保持中立,同意,同意,同意,,同意,保持中立,同意,同意,同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,,,重要,重要,重要,重要,非常重要,一般重要,重要,重要,重要,重要,重要,重要,重要,同意,同意,同意,保持中立,完全同意,保持中立,重要,重要,重要,重要,重要,重要,重要,重要,收入的5%-10%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147469254,214327343,11/15/2019 10:37:50 AM,11/15/2019 11:07:48 AM,14.30.52.63,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,,完全同意,保持中立,完全同意,保持中立,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,非常重要,非常重要,非常重要,一般重要,一般重要,非常重要,非常重要,一般重要,非常重要,一般重要,非常重要,非常重要,非常重要,同意,同意,同意,保持中立,同意,同意,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,收入的11%-15%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147467865,214327343,11/15/2019 10:39:44 AM,11/15/2019 11:02:50 AM,117.136.40.60,,,,,同意,,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,,,,,,,以上一個也沒聽說過,非常重要,重要,重要,重要,重要,重要,重要,不重要,重要,不重要,重要,重要,重要,同意,同意,同意,同意,同意,同意,重要,重要,重要,重要,重要,重要,重要,重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147467390,214327343,11/15/2019 10:40:13 AM,11/15/2019 10:56:19 AM,183.42.48.215,,,,,同意,,完全同意,同意,保持中立,完全同意,完全同意,完全同意,同意,同意,完全同意,同意,保持中立,保持中立,保持中立,同意,完全同意,完全同意,完全同意,完全同意,同意,保持中立,完全同意,不同意,同意,完全不同意,保持中立,同意,完全同意,完全同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,非常重要,非常重要,重要,非常重要,重要,非常重要,非常重要,一般重要,重要,一般重要,非常重要,重要,非常重要,同意,同意,保持中立,保持中立,同意,同意,重要,非常重要,重要,非常重要,非常重要,一般重要,非常重要,非常重要,超过我收入的30%,学生,女,"20,000元至 39,999元",18-24,大专文凭,单身
11147467329,214327343,11/15/2019 10:40:55 AM,11/15/2019 10:47:28 AM,14.28.43.174,,,,,同意,,同意,同意,同意,完全同意,完全同意,同意,同意,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,完全同意,同意,同意,,,,,,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,一般重要,一般重要,重要,非常重要,非常重要,重要,重要,非常重要,重要,重要,重要,重要,重要,保持中立,同意,同意,同意,同意,保持中立,一般重要,重要,重要,一般重要,重要,一般重要,一般重要,一般重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147467240,214327343,11/15/2019 10:32:19 AM,11/15/2019 11:11:40 AM,119.124.3.74,,,,,同意,,完全同意,保持中立,同意,同意,保持中立,保持中立,同意,完全同意,完全同意,保持中立,保持中立,不同意,保持中立,同意,同意,同意,同意,同意,保持中立,保持中立,完全同意,不同意,保持中立,不同意,不同意,不同意,同意,同意,保持中立,,,,,,,,重要,重要,重要,非常重要,一般重要,一般重要,重要,不重要,一般重要,不重要,一般重要,一般重要,重要,同意,同意,同意,不同意,不同意,不同意,一般重要,一般重要,重要,非常重要,重要,一般重要,非常重要,重要,收入的21%-25%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147467076,214327343,11/15/2019 10:40:46 AM,11/15/2019 10:49:14 AM,117.136.40.61,,,,,同意,,同意,保持中立,同意,同意,同意,同意,同意,不同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,同意,同意,同意,保持中立,同意,同意,重要,重要,重要,重要,重要,重要,重要,重要,收入的5%-10%,学生,女,"少于 20,000元",18-24,大专文凭,其他
11147466603,214327343,11/15/2019 10:40:27 AM,11/15/2019 10:55:09 AM,14.28.25.121,,,,,同意,,完全同意,完全同意,同意,同意,同意,完全同意,完全同意,同意,完全同意,保持中立,保持中立,保持中立,同意,完全同意,保持中立,同意,完全同意,同意,不同意,不同意,保持中立,保持中立,保持中立,不同意,保持中立,完全同意,同意,保持中立,保持中立,,,,,,,以上一個也沒聽說過,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,不重要,非常重要,不重要,非常重要,重要,非常重要,保持中立,同意,保持中立,保持中立,保持中立,保持中立,一般重要,重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,收入的5%-10%,学生,女,"40,000元至 59,999元",18-24,大专文凭,单身
11147466299,214327343,11/15/2019 10:38:30 AM,11/15/2019 10:57:17 AM,14.116.141.237,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,https://landleder.de/website/images/care%20logo%20klein%20copy.jpg,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,非常重要,非常重要,非常重要,非常重要,一般重要,非常重要,非常重要,不重要,一般重要,一般重要,一般重要,重要,非常重要,完全不同意,完全不同意,完全不同意,保持中立,完全同意,保持中立,一般重要,一般重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,超过我收入的30%,学生,女,"100,000元至 119,999元",18-24,大专文凭,单身
11147465977,214327343,11/15/2019 10:40:47 AM,11/15/2019 10:49:23 AM,223.104.65.43,,,,,同意,,保持中立,保持中立,保持中立,同意,同意,完全同意,同意,同意,完全同意,同意,同意,同意,保持中立,同意,同意,完全同意,同意,完全同意,完全同意,同意,同意,完全不同意,同意,保持中立,同意,不同意,同意,同意,同意,,,,,,,以上一個也沒聽說過,一般重要,重要,重要,非常重要,非常重要,一般重要,一般重要,一般重要,非常重要,非常重要,非常重要,非常重要,非常重要,保持中立,完全同意,完全同意,保持中立,不同意,保持中立,完全不重要,一般重要,不重要,非常重要,非常重要,一般重要,非常重要,完全不重要,少于我收入的5%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11147465966,214327343,11/15/2019 10:40:50 AM,11/15/2019 10:44:46 AM,183.40.32.7,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,,,,,,,以上一個也沒聽說過,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,完全同意,完全同意,完全同意,保持中立,完全同意,保持中立,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,收入的5%-10%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11147465573,214327343,11/15/2019 10:39:46 AM,11/15/2019 10:46:17 AM,223.104.65.25,,,,,同意,,完全同意,完全同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,同意,同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,同意,不同意,保持中立,不同意,同意,同意,同意,同意,同意,,,,,,,以上一個也沒聽說過,非常重要,重要,重要,重要,重要,重要,重要,一般重要,重要,一般重要,一般重要,重要,重要,保持中立,保持中立,保持中立,保持中立,同意,同意,重要,重要,重要,重要,重要,重要,重要,重要,收入的21%-25%,学生,女,"20,000元至 39,999元",18-24,大专文凭,单身
11147465537,214327343,11/15/2019 10:38:59 AM,11/15/2019 10:40:52 AM,112.97.166.67,,,,,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147465356,214327343,11/15/2019 10:39:14 AM,11/15/2019 10:40:49 AM,120.235.126.48,,,,,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147465308,214327343,11/15/2019 10:40:39 AM,11/15/2019 10:42:39 AM,112.97.161.126,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,,https://landleder.de/website/images/care%20logo%20klein%20copy.jpg,,,,,,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,其他
11147465128,214327343,11/15/2019 10:40:02 AM,11/15/2019 10:49:40 AM,112.97.166.12,,,,,同意,,完全同意,保持中立,完全同意,完全同意,完全同意,完全同意,完全同意,同意,同意,完全同意,完全同意,同意,完全同意,同意,完全同意,保持中立,保持中立,完全同意,完全同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,https://landleder.de/website/images/care%20logo%20klein%20copy.jpg,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,https://www.fairwear.org/wp-content/themes/fairwear/dist/img/fair-wear-foundation-logo.png,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,重要,非常重要,重要,非常重要,重要,重要,一般重要,不重要,非常重要,一般重要,一般重要,重要,一般重要,保持中立,同意,同意,同意,同意,同意,重要,重要,重要,重要,重要,重要,重要,重要,收入的5%-10%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11147465066,214327343,11/15/2019 10:40:14 AM,11/15/2019 10:48:58 AM,223.104.65.16,,,,,同意,,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,完全同意,完全同意,完全同意,同意,保持中立,保持中立,保持中立,同意,同意,完全同意,完全同意,完全同意,,,,,,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,重要,非常重要,一般重要,一般重要,一般重要,一般重要,重要,不重要,重要,一般重要,重要,非常重要,非常重要,同意,同意,完全同意,不同意,同意,保持中立,重要,重要,重要,重要,非常重要,非常重要,非常重要,非常重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,单身
